N,P,Q,Res P,Res Q
9234800,3383683,5851117,13,7
9234800,3383917,5850883,7,13
9234800,3384049,5850751,19,1
9234800,3384127,5850673,7,13
9234800,3384133,5850667,13,7
9234800,3384217,5850583,7,13
9234800,3384259,5850541,19,1
9234800,3384331,5850469,1,19
9234800,3384481,5850319,1,19
9234800,3384583,5850217,13,7
9234800,3385147,5849653,7,13
9234800,3385153,5849647,13,7
9234800,3385303,5849497,13,7
9234800,3385339,5849461,19,1
9234800,3385399,5849401,19,1
9234800,3385573,5849227,13,7
9234800,3385609,5849191,19,1
9234800,3385741,5849059,1,19
9234800,3386017,5848783,7,13
9234800,3386263,5848537,13,7
9234800,3386311,5848489,1,19
9234800,3386431,5848369,1,19
9234800,3386473,5848327,13,7
9234800,3386527,5848273,7,13
9234800,3386611,5848189,1,19
9234800,3387271,5847529,1,19
9234800,3387289,5847511,19,1
9234800,3387451,5847349,1,19
9234800,3387499,5847301,19,1
9234800,3387613,5847187,13,7
9234800,3387691,5847109,1,19
9234800,3387697,5847103,7,13
9234800,3387817,5846983,7,13
9234800,3387823,5846977,13,7
9234800,3387991,5846809,1,19
9234800,3388243,5846557,13,7
9234800,3388261,5846539,1,19
9234800,3388387,5846413,7,13
9234800,3388471,5846329,1,19
9234800,3388717,5846083,7,13
9234800,3388753,5846047,13,7
9234800,3389017,5845783,7,13
9234800,3389413,5845387,13,7
9234800,3389461,5845339,1,19
9234800,3389479,5845321,19,1
9234800,3389629,5845171,19,1
9234800,3389689,5845111,19,1
9234800,3389713,5845087,13,7
9234800,3389929,5844871,19,1
9234800,3389941,5844859,1,19
9234800,3390019,5844781,19,1
9234800,3390307,5844493,7,13
9234800,3390589,5844211,19,1
9234800,3390697,5844103,7,13
9234800,3390763,5844037,13,7
9234800,3390847,5843953,7,13
9234800,3390979,5843821,19,1
9234800,3390991,5843809,1,19
9234800,3391117,5843683,7,13
9234800,3391471,5843329,1,19
9234800,3391477,5843323,7,13
9234800,3391639,5843161,19,1
9234800,3391813,5842987,13,7
9234800,3391819,5842981,19,1
9234800,3391933,5842867,13,7
9234800,3391987,5842813,7,13
9234800,3392269,5842531,19,1
9234800,3392533,5842267,13,7
9234800,3392539,5842261,19,1
9234800,3392617,5842183,7,13
9234800,3392941,5841859,1,19
9234800,3393199,5841601,19,1
9234800,3393331,5841469,1,19
9234800,3393427,5841373,7,13
9234800,3393703,5841097,13,7
9234800,3394051,5840749,1,19
9234800,3394057,5840743,7,13
9234800,3394099,5840701,19,1
9234800,3394123,5840677,13,7
9234800,3394129,5840671,19,1
9234800,3394201,5840599,1,19
9234800,3394351,5840449,1,19
9234800,3394429,5840371,19,1
9234800,3394453,5840347,13,7
9234800,3394681,5840119,1,19
9234800,3394687,5840113,7,13
9234800,3394891,5839909,1,19
9234800,3395107,5839693,7,13
9234800,3395143,5839657,13,7
9234800,3395173,5839627,13,7
9234800,3395221,5839579,1,19
9234800,3395269,5839531,19,1
9234800,3395347,5839453,7,13
9234800,3395437,5839363,7,13
9234800,3395569,5839231,19,1
9234800,3395653,5839147,13,7
9234800,3395713,5839087,13,7
9234800,3395803,5838997,13,7
9234800,3395893,5838907,13,7
9234800,3396049,5838751,19,1
9234800,3396139,5838661,19,1
9234800,3396403,5838397,13,7
9234800,3396469,5838331,19,1
9234800,3396493,5838307,13,7
9234800,3396703,5838097,13,7
9234800,3396997,5837803,7,13
9234800,3397027,5837773,7,13
9234800,3397483,5837317,13,7
9234800,3397519,5837281,19,1
9234800,3397567,5837233,7,13
9234800,3397609,5837191,19,1
9234800,3397627,5837173,7,13
9234800,3397783,5837017,13,7
9234800,3397831,5836969,1,19
9234800,3397861,5836939,1,19
9234800,3397873,5836927,13,7
9234800,3397897,5836903,7,13
9234800,3397993,5836807,13,7
9234800,3398029,5836771,19,1
9234800,3398401,5836399,1,19
9234800,3398443,5836357,13,7
9234800,3398719,5836081,19,1
9234800,3399457,5835343,7,13
9234800,3399589,5835211,19,1
9234800,3399637,5835163,7,13
9234800,3399661,5835139,1,19
9234800,3399673,5835127,13,7
9234800,3399793,5835007,13,7
9234800,3400123,5834677,13,7
9234800,3400207,5834593,7,13
9234800,3400303,5834497,13,7
9234800,3400393,5834407,13,7
9234800,3400399,5834401,19,1
9234800,3400471,5834329,1,19
9234800,3400681,5834119,1,19
9234800,3400963,5833837,13,7
9234800,3401017,5833783,7,13
9234800,3401107,5833693,7,13
9234800,3401347,5833453,7,13
9234800,3401737,5833063,7,13
9234800,3402037,5832763,7,13
9234800,3402271,5832529,1,19
9234800,3402277,5832523,7,13
9234800,3402403,5832397,13,7
9234800,3402439,5832361,19,1
9234800,3402613,5832187,13,7
9234800,3402793,5832007,13,7
9234800,3402913,5831887,13,7
9234800,3403003,5831797,13,7
9234800,3403021,5831779,1,19
9234800,3403291,5831509,1,19
9234800,3403531,5831269,1,19
9234800,3403549,5831251,19,1
9234800,3403879,5830921,19,1
9234800,3403921,5830879,1,19
9234800,3403951,5830849,1,19
9234800,3403999,5830801,19,1
9234800,3404083,5830717,13,7
9234800,3404197,5830603,7,13
9234800,3404221,5830579,1,19
9234800,3404341,5830459,1,19
9234800,3404431,5830369,1,19
9234800,3404551,5830249,1,19
9234800,3404671,5830129,1,19
9234800,3404827,5829973,7,13
9234800,3404839,5829961,19,1
9234800,3404881,5829919,1,19
9234800,3405079,5829721,19,1
9234800,3405121,5829679,1,19
9234800,3405217,5829583,7,13
9234800,3405397,5829403,7,13
9234800,3405601,5829199,1,19
9234800,3405937,5828863,7,13
9234800,3406009,5828791,19,1
9234800,3406099,5828701,19,1
9234800,3406309,5828491,19,1
9234800,3406573,5828227,13,7
9234800,3406591,5828209,1,19
9234800,3406723,5828077,13,7
9234800,3406801,5827999,1,19
9234800,3406969,5827831,19,1
9234800,3407119,5827681,19,1
9234800,3407161,5827639,1,19
9234800,3407281,5827519,1,19
9234800,3407401,5827399,1,19
9234800,3407533,5827267,13,7
9234800,3407683,5827117,13,7
9234800,3407851,5826949,1,19
9234800,3408037,5826763,7,13
9234800,3408079,5826721,19,1
9234800,3408121,5826679,1,19
9234800,3408409,5826391,19,1
9234800,3408541,5826259,1,19
9234800,3408799,5826001,19,1
9234800,3408829,5825971,19,1
9234800,3409033,5825767,13,7
9234800,3409297,5825503,7,13
9234800,3409369,5825431,19,1
9234800,3409507,5825293,7,13
9234800,3409579,5825221,19,1
9234800,3410161,5824639,1,19
9234800,3410347,5824453,7,13
9234800,3410383,5824417,13,7
9234800,3410431,5824369,1,19
9234800,3410437,5824363,7,13
9234800,3410479,5824321,19,1
9234800,3410689,5824111,19,1
9234800,3410857,5823943,7,13
9234800,3410929,5823871,19,1
9234800,3410941,5823859,1,19
9234800,3411007,5823793,7,13
9234800,3411043,5823757,13,7
9234800,3411277,5823523,7,13
9234800,3411391,5823409,1,19
9234800,3411523,5823277,13,7
9234800,3412069,5822731,19,1
9234800,3412099,5822701,19,1
9234800,3412309,5822491,19,1
9234800,3412483,5822317,13,7
9234800,3412561,5822239,1,19
9234800,3412663,5822137,13,7
9234800,3413197,5821603,7,13
9234800,3413233,5821567,13,7
9234800,3413587,5821213,7,13
9234800,3413623,5821177,13,7
9234800,3413671,5821129,1,19
9234800,3413737,5821063,7,13
9234800,3413791,5821009,1,19
9234800,3413857,5820943,7,13
9234800,3414031,5820769,1,19
9234800,3414043,5820757,13,7
9234800,3414163,5820637,13,7
9234800,3414211,5820589,1,19
9234800,3414217,5820583,7,13
9234800,3414379,5820421,19,1
9234800,3414487,5820313,7,13
9234800,3414679,5820121,19,1
9234800,3414751,5820049,1,19
9234800,3415123,5819677,13,7
9234800,3415579,5819221,19,1
9234800,3415813,5818987,13,7
9234800,3416389,5818411,19,1
9234800,3416401,5818399,1,19
9234800,3416521,5818279,1,19
9234800,3416551,5818249,1,19
9234800,3416641,5818159,1,19
9234800,3416683,5818117,13,7
9234800,3416887,5817913,7,13
9234800,3416893,5817907,13,7
9234800,3416971,5817829,1,19
9234800,3417097,5817703,7,13
9234800,3417151,5817649,1,19
9234800,3417199,5817601,19,1
9234800,3417763,5817037,13,7
9234800,3417829,5816971,19,1
9234800,3418069,5816731,19,1
9234800,3418111,5816689,1,19
9234800,3418117,5816683,7,13
9234800,3418279,5816521,19,1
9234800,3418771,5816029,1,19
9234800,3418939,5815861,19,1
9234800,3419149,5815651,19,1
9234800,3419197,5815603,7,13
9234800,3419257,5815543,7,13
9234800,3419467,5815333,7,13
9234800,3419509,5815291,19,1
9234800,3419569,5815231,19,1
9234800,3419623,5815177,13,7
9234800,3419863,5814937,13,7
9234800,3419959,5814841,19,1
9234800,3420127,5814673,7,13
9234800,3420253,5814547,13,7
9234800,3420367,5814433,7,13
9234800,3420457,5814343,7,13
9234800,3420499,5814301,19,1
9234800,3420577,5814223,7,13
9234800,3420601,5814199,1,19
9234800,3420799,5814001,19,1
9234800,3420913,5813887,13,7
9234800,3420973,5813827,13,7
9234800,3421039,5813761,19,1
9234800,3421051,5813749,1,19
9234800,3421393,5813407,13,7
9234800,3421567,5813233,7,13
9234800,3421669,5813131,19,1
9234800,3421801,5812999,1,19
9234800,3422437,5812363,7,13
9234800,3422563,5812237,13,7
9234800,3422569,5812231,19,1
9234800,3422737,5812063,7,13
9234800,3422971,5811829,1,19
9234800,3423139,5811661,19,1
9234800,3423157,5811643,7,13
9234800,3423271,5811529,1,19
9234800,3423457,5811343,7,13
9234800,3423487,5811313,7,13
9234800,3423559,5811241,19,1
9234800,3423727,5811073,7,13
9234800,3423811,5810989,1,19
9234800,3424111,5810689,1,19
9234800,3424207,5810593,7,13
9234800,3424243,5810557,13,7
9234800,3424363,5810437,13,7
9234800,3424381,5810419,1,19
9234800,3424417,5810383,7,13
9234800,3424459,5810341,19,1
9234800,3424549,5810251,19,1
9234800,3424651,5810149,1,19
9234800,3424777,5810023,7,13
9234800,3424789,5810011,19,1
9234800,3424909,5809891,19,1
9234800,3424951,5809849,1,19
9234800,3425047,5809753,7,13
9234800,3425077,5809723,7,13
9234800,3425473,5809327,13,7
9234800,3425641,5809159,1,19
9234800,3425869,5808931,19,1
9234800,3426169,5808631,19,1
9234800,3426229,5808571,19,1
9234800,3426433,5808367,13,7
9234800,3426463,5808337,13,7
9234800,3426559,5808241,19,1
9234800,3426763,5808037,13,7
9234800,3426853,5807947,13,7
9234800,3427129,5807671,19,1
9234800,3427147,5807653,7,13
9234800,3427399,5807401,19,1
9234800,3427561,5807239,1,19
9234800,3427813,5806987,13,7
9234800,3427819,5806981,19,1
9234800,3427891,5806909,1,19
9234800,3428071,5806729,1,19
9234800,3428143,5806657,13,7
9234800,3428239,5806561,19,1
9234800,3428287,5806513,7,13
9234800,3428371,5806429,1,19
9234800,3428413,5806387,13,7
9234800,3428563,5806237,13,7
9234800,3428833,5805967,13,7
9234800,3428947,5805853,7,13
9234800,3429067,5805733,7,13
9234800,3429109,5805691,19,1
9234800,3429193,5805607,13,7
9234800,3429409,5805391,19,1
9234800,3429703,5805097,13,7
9234800,3430093,5804707,13,7
9234800,3430123,5804677,13,7
9234800,3430291,5804509,1,19
9234800,3430369,5804431,19,1
9234800,3430387,5804413,7,13
9234800,3430423,5804377,13,7
9234800,3430597,5804203,7,13
9234800,3430663,5804137,13,7
9234800,3430783,5804017,13,7
9234800,3430831,5803969,1,19
9234800,3430873,5803927,13,7
9234800,3430951,5803849,1,19
9234800,3431053,5803747,13,7
9234800,3431143,5803657,13,7
9234800,3431203,5803597,13,7
9234800,3431479,5803321,19,1
9234800,3431503,5803297,13,7
9234800,3431551,5803249,1,19
9234800,3431767,5803033,7,13
9234800,3431797,5803003,7,13
9234800,3432001,5802799,1,19
9234800,3432007,5802793,7,13
9234800,3432019,5802781,19,1
9234800,3432097,5802703,7,13
9234800,3432529,5802271,19,1
9234800,3432763,5802037,13,7
9234800,3432841,5801959,1,19
9234800,3433051,5801749,1,19
9234800,3433351,5801449,1,19
9234800,3433453,5801347,13,7
9234800,3433561,5801239,1,19
9234800,3433597,5801203,7,13
9234800,3433789,5801011,19,1
9234800,3433819,5800981,19,1
9234800,3434227,5800573,7,13
9234800,3434311,5800489,1,19
9234800,3434413,5800387,13,7
9234800,3434419,5800381,19,1
9234800,3434443,5800357,13,7
9234800,3434773,5800027,13,7
9234800,3434779,5800021,19,1
9234800,3435007,5799793,7,13
9234800,3435109,5799691,19,1
9234800,3435151,5799649,1,19
9234800,3435163,5799637,13,7
9234800,3435247,5799553,7,13
9234800,3435283,5799517,13,7
9234800,3435361,5799439,1,19
9234800,3435463,5799337,13,7
9234800,3435499,5799301,19,1
9234800,3435541,5799259,1,19
9234800,3435577,5799223,7,13
9234800,3435697,5799103,7,13
9234800,3435793,5799007,13,7
9234800,3435871,5798929,1,19
9234800,3435907,5798893,7,13
9234800,3435997,5798803,7,13
9234800,3436639,5798161,19,1
9234800,3436681,5798119,1,19
9234800,3437017,5797783,7,13
9234800,3437191,5797609,1,19
9234800,3437221,5797579,1,19
9234800,3437257,5797543,7,13
9234800,3437431,5797369,1,19
9234800,3437641,5797159,1,19
9234800,3438067,5796733,7,13
9234800,3438091,5796709,1,19
9234800,3438103,5796697,13,7
9234800,3438283,5796517,13,7
9234800,3438313,5796487,13,7
9234800,3438439,5796361,19,1
9234800,3438571,5796229,1,19
9234800,3439207,5795593,7,13
9234800,3439393,5795407,13,7
9234800,3439537,5795263,7,13
9234800,3439609,5795191,19,1
9234800,3439693,5795107,13,7
9234800,3439999,5794801,19,1
9234800,3440131,5794669,1,19
9234800,3440293,5794507,13,7
9234800,3440377,5794423,7,13
9234800,3440527,5794273,7,13
9234800,3440533,5794267,13,7
9234800,3440551,5794249,1,19
9234800,3440581,5794219,1,19
9234800,3440929,5793871,19,1
9234800,3441043,5793757,13,7
9234800,3441121,5793679,1,19
9234800,3441391,5793409,1,19
9234800,3441409,5793391,19,1
9234800,3441631,5793169,1,19
9234800,3441709,5793091,19,1
9234800,3441937,5792863,7,13
9234800,3442063,5792737,13,7
9234800,3442471,5792329,1,19
9234800,3442597,5792203,7,13
9234800,3442633,5792167,13,7
9234800,3442693,5792107,13,7
9234800,3442807,5791993,7,13
9234800,3442903,5791897,13,7
9234800,3442987,5791813,7,13
9234800,3443059,5791741,19,1
9234800,3443233,5791567,13,7
9234800,3443317,5791483,7,13
9234800,3443719,5791081,19,1
9234800,3443743,5791057,13,7
9234800,3443851,5790949,1,19
9234800,3444061,5790739,1,19
9234800,3444097,5790703,7,13
9234800,3444313,5790487,13,7
9234800,3444349,5790451,19,1
9234800,3444577,5790223,7,13
9234800,3444901,5789899,1,19
9234800,3444919,5789881,19,1
9234800,3445021,5789779,1,19
9234800,3445201,5789599,1,19
9234800,3445249,5789551,19,1
9234800,3445459,5789341,19,1
9234800,3445567,5789233,7,13
9234800,3445963,5788837,13,7
9234800,3446029,5788771,19,1
9234800,3446323,5788477,13,7
9234800,3446473,5788327,13,7
9234800,3446503,5788297,13,7
9234800,3446671,5788129,1,19
9234800,3446917,5787883,7,13
9234800,3447019,5787781,19,1
9234800,3447289,5787511,19,1
9234800,3447373,5787427,13,7
9234800,3447523,5787277,13,7
9234800,3447553,5787247,13,7
9234800,3447679,5787121,19,1
9234800,3447709,5787091,19,1
9234800,3447853,5786947,13,7
9234800,3447883,5786917,13,7
9234800,3448171,5786629,1,19
9234800,3448189,5786611,19,1
9234800,3448273,5786527,13,7
9234800,3448381,5786419,1,19
9234800,3448507,5786293,7,13
9234800,3448573,5786227,13,7
9234800,3448801,5785999,1,19
9234800,3448993,5785807,13,7
9234800,3449143,5785657,13,7
9234800,3449179,5785621,19,1
9234800,3449353,5785447,13,7
9234800,3449389,5785411,19,1
9234800,3449653,5785147,13,7
9234800,3449707,5785093,7,13
9234800,3449731,5785069,1,19
9234800,3449947,5784853,7,13
9234800,3450127,5784673,7,13
9234800,3450211,5784589,1,19
9234800,3450781,5784019,1,19
9234800,3450817,5783983,7,13
9234800,3451411,5783389,1,19
9234800,3451549,5783251,19,1
9234800,3451681,5783119,1,19
9234800,3451699,5783101,19,1
9234800,3451993,5782807,13,7
9234800,3452143,5782657,13,7
9234800,3452431,5782369,1,19
9234800,3452971,5781829,1,19
9234800,3453139,5781661,19,1
9234800,3453301,5781499,1,19
9234800,3453361,5781439,1,19
9234800,3453943,5780857,13,7
9234800,3453949,5780851,19,1
9234800,3454021,5780779,1,19
9234800,3454189,5780611,19,1
9234800,3454483,5780317,13,7
9234800,3454573,5780227,13,7
9234800,3454603,5780197,13,7
9234800,3454933,5779867,13,7
9234800,3455077,5779723,7,13
9234800,3455113,5779687,13,7
9234800,3455227,5779573,7,13
9234800,3455371,5779429,1,19
9234800,3455791,5779009,1,19
9234800,3455827,5778973,7,13
9234800,3455857,5778943,7,13
9234800,3456031,5778769,1,19
9234800,3456127,5778673,7,13
9234800,3456169,5778631,19,1
9234800,3456361,5778439,1,19
9234800,3456451,5778349,1,19
9234800,3456571,5778229,1,19
9234800,3456889,5777911,19,1
9234800,3457081,5777719,1,19
9234800,3457123,5777677,13,7
9234800,3457309,5777491,19,1
9234800,3457339,5777461,19,1
9234800,3457723,5777077,13,7
9234800,3457801,5776999,1,19
9234800,3457849,5776951,19,1
9234800,3457969,5776831,19,1
9234800,3458317,5776483,7,13
9234800,3458479,5776321,19,1
9234800,3458677,5776123,7,13
9234800,3459103,5775697,13,7
9234800,3459187,5775613,7,13
9234800,3459301,5775499,1,19
9234800,3459319,5775481,19,1
9234800,3459343,5775457,13,7
9234800,3459559,5775241,19,1
9234800,3459733,5775067,13,7
9234800,3459763,5775037,13,7
9234800,3459847,5774953,7,13
9234800,3460783,5774017,13,7
9234800,3460921,5773879,1,19
9234800,3460981,5773819,1,19
9234800,3461203,5773597,13,7
9234800,3461257,5773543,7,13
9234800,3461551,5773249,1,19
9234800,3461581,5773219,1,19
9234800,3461797,5773003,7,13
9234800,3461803,5772997,13,7
9234800,3461839,5772961,19,1
9234800,3462037,5772763,7,13
9234800,3462079,5772721,19,1
9234800,3462247,5772553,7,13
9234800,3462289,5772511,19,1
9234800,3462301,5772499,1,19
9234800,3462337,5772463,7,13
9234800,3462343,5772457,13,7
9234800,3462937,5771863,7,13
9234800,3463051,5771749,1,19
9234800,3463183,5771617,13,7
9234800,3463231,5771569,1,19
9234800,3463399,5771401,19,1
9234800,3463513,5771287,13,7
9234800,3463627,5771173,7,13
9234800,3463807,5770993,7,13
9234800,3463819,5770981,19,1
9234800,3463981,5770819,1,19
9234800,3464221,5770579,1,19
9234800,3464341,5770459,1,19
9234800,3464389,5770411,19,1
9234800,3464407,5770393,7,13
9234800,3464509,5770291,19,1
9234800,3464647,5770153,7,13
9234800,3464683,5770117,13,7
9234800,3464689,5770111,19,1
9234800,3464977,5769823,7,13
9234800,3465031,5769769,1,19
9234800,3465079,5769721,19,1
9234800,3465151,5769649,1,19
9234800,3465559,5769241,19,1
9234800,3465727,5769073,7,13
9234800,3465937,5768863,7,13
9234800,3465991,5768809,1,19
9234800,3466069,5768731,19,1
9234800,3466171,5768629,1,19
9234800,3466201,5768599,1,19
9234800,3466231,5768569,1,19
9234800,3466321,5768479,1,19
9234800,3466627,5768173,7,13
9234800,3466711,5768089,1,19
9234800,3467119,5767681,19,1
9234800,3467131,5767669,1,19
9234800,3467323,5767477,13,7
9234800,3467377,5767423,7,13
9234800,3467449,5767351,19,1
9234800,3467593,5767207,13,7
9234800,3467713,5767087,13,7
9234800,3467743,5767057,13,7
9234800,3467809,5766991,19,1
9234800,3468097,5766703,7,13
9234800,3468133,5766667,13,7
9234800,3468301,5766499,1,19
9234800,3468307,5766493,7,13
9234800,3468379,5766421,19,1
9234800,3468427,5766373,7,13
9234800,3468499,5766301,19,1
9234800,3468667,5766133,7,13
9234800,3468679,5766121,19,1
9234800,3468709,5766091,19,1
9234800,3468943,5765857,13,7
9234800,3469069,5765731,19,1
9234800,3469099,5765701,19,1
9234800,3469177,5765623,7,13
