N,P,Q,Res P,Res Q
9234800,1800067,7434733,7,13
9234800,1800091,7434709,1,19
9234800,1800103,7434697,13,7
9234800,1800277,7434523,7,13
9234800,1800301,7434499,1,19
9234800,1800577,7434223,7,13
9234800,1800787,7434013,7,13
9234800,1800811,7433989,1,19
9234800,1800829,7433971,19,1
9234800,1800937,7433863,7,13
9234800,1801117,7433683,7,13
9234800,1801207,7433593,7,13
9234800,1801273,7433527,13,7
9234800,1801477,7433323,7,13
9234800,1801531,7433269,1,19
9234800,1801747,7433053,7,13
9234800,1801819,7432981,19,1
9234800,1802107,7432693,7,13
9234800,1802149,7432651,19,1
9234800,1802491,7432309,1,19
9234800,1802653,7432147,13,7
9234800,1802659,7432141,19,1
9234800,1802707,7432093,7,13
9234800,1802719,7432081,19,1
9234800,1802797,7432003,7,13
9234800,1802803,7431997,13,7
9234800,1802821,7431979,1,19
9234800,1802839,7431961,19,1
9234800,1803001,7431799,1,19
9234800,1803031,7431769,1,19
9234800,1803163,7431637,13,7
9234800,1803421,7431379,1,19
9234800,1803457,7431343,7,13
9234800,1803469,7431331,19,1
9234800,1803517,7431283,7,13
9234800,1803553,7431247,13,7
9234800,1804063,7430737,13,7
9234800,1804093,7430707,13,7
9234800,1804381,7430419,1,19
9234800,1804459,7430341,19,1
9234800,1804501,7430299,1,19
9234800,1804549,7430251,19,1
9234800,1804687,7430113,7,13
9234800,1804801,7429999,1,19
9234800,1804921,7429879,1,19
9234800,1804963,7429837,13,7
9234800,1805227,7429573,7,13
9234800,1805359,7429441,19,1
9234800,1805761,7429039,1,19
9234800,1805863,7428937,13,7
9234800,1805941,7428859,1,19
9234800,1806151,7428649,1,19
9234800,1806331,7428469,1,19
9234800,1806499,7428301,19,1
9234800,1806733,7428067,13,7
9234800,1806781,7428019,1,19
9234800,1806901,7427899,1,19
9234800,1807063,7427737,13,7
9234800,1807189,7427611,19,1
9234800,1807297,7427503,7,13
9234800,1807357,7427443,7,13
9234800,1807759,7427041,19,1
9234800,1807837,7426963,7,13
9234800,1808119,7426681,19,1
9234800,1808539,7426261,19,1
9234800,1808581,7426219,1,19
9234800,1808617,7426183,7,13
9234800,1808713,7426087,13,7
9234800,1808761,7426039,1,19
9234800,1808869,7425931,19,1
9234800,1808923,7425877,13,7
9234800,1808959,7425841,19,1
9234800,1809079,7425721,19,1
9234800,1809097,7425703,7,13
9234800,1809133,7425667,13,7
9234800,1809169,7425631,19,1
9234800,1809229,7425571,19,1
9234800,1809271,7425529,1,19
9234800,1809601,7425199,1,19
9234800,1809631,7425169,1,19
9234800,1809757,7425043,7,13
9234800,1809763,7425037,13,7
9234800,1810219,7424581,19,1
9234800,1810363,7424437,13,7
9234800,1810693,7424107,13,7
9234800,1811107,7423693,7,13
9234800,1811179,7423621,19,1
9234800,1811287,7423513,7,13
9234800,1811347,7423453,7,13
9234800,1811413,7423387,13,7
9234800,1811431,7423369,1,19
9234800,1811473,7423327,13,7
9234800,1811533,7423267,13,7
9234800,1811539,7423261,19,1
9234800,1811569,7423231,19,1
9234800,1811647,7423153,7,13
9234800,1811731,7423069,1,19
9234800,1811743,7423057,13,7
9234800,1811851,7422949,1,19
9234800,1811959,7422841,19,1
9234800,1812157,7422643,7,13
9234800,1812403,7422397,13,7
9234800,1812409,7422391,19,1
9234800,1812571,7422229,1,19
9234800,1812589,7422211,19,1
9234800,1812949,7421851,19,1
9234800,1813003,7421797,13,7
9234800,1813291,7421509,1,19
9234800,1813429,7421371,19,1
9234800,1813627,7421173,7,13
9234800,1813699,7421101,19,1
9234800,1813993,7420807,13,7
9234800,1814047,7420753,7,13
9234800,1814119,7420681,19,1
9234800,1814467,7420333,7,13
9234800,1814809,7419991,19,1
9234800,1815001,7419799,1,19
9234800,1815103,7419697,13,7
9234800,1815217,7419583,7,13
9234800,1815343,7419457,13,7
9234800,1815361,7419439,1,19
9234800,1815631,7419169,1,19
9234800,1815637,7419163,7,13
9234800,1815691,7419109,1,19
9234800,1815733,7419067,13,7
9234800,1815859,7418941,19,1
9234800,1815907,7418893,7,13
9234800,1816063,7418737,13,7
9234800,1816069,7418731,19,1
9234800,1816261,7418539,1,19
9234800,1816429,7418371,19,1
9234800,1816453,7418347,13,7
9234800,1816489,7418311,19,1
9234800,1816567,7418233,7,13
9234800,1816729,7418071,19,1
9234800,1816777,7418023,7,13
9234800,1816813,7417987,13,7
9234800,1817041,7417759,1,19
9234800,1817083,7417717,13,7
9234800,1817281,7417519,1,19
9234800,1817539,7417261,19,1
9234800,1817701,7417099,1,19
9234800,1817707,7417093,7,13
9234800,1817779,7417021,19,1
9234800,1817791,7417009,1,19
9234800,1817839,7416961,19,1
9234800,1818049,7416751,19,1
9234800,1818241,7416559,1,19
9234800,1818379,7416421,19,1
9234800,1818451,7416349,1,19
9234800,1818799,7416001,19,1
9234800,1818871,7415929,1,19
9234800,1818931,7415869,1,19
9234800,1819057,7415743,7,13
9234800,1819591,7415209,1,19
9234800,1819603,7415197,13,7
9234800,1819747,7415053,7,13
9234800,1819891,7414909,1,19
9234800,1819957,7414843,7,13
9234800,1819999,7414801,19,1
9234800,1820089,7414711,19,1
9234800,1820389,7414411,19,1
9234800,1820431,7414369,1,19
9234800,1820461,7414339,1,19
9234800,1820527,7414273,7,13
9234800,1820671,7414129,1,19
9234800,1820821,7413979,1,19
9234800,1821481,7413319,1,19
9234800,1821571,7413229,1,19
9234800,1821613,7413187,13,7
9234800,1821649,7413151,19,1
9234800,1821847,7412953,7,13
9234800,1821871,7412929,1,19
9234800,1821943,7412857,13,7
9234800,1822027,7412773,7,13
9234800,1822147,7412653,7,13
9234800,1822189,7412611,19,1
9234800,1822207,7412593,7,13
9234800,1822411,7412389,1,19
9234800,1822999,7411801,19,1
9234800,1823281,7411519,1,19
9234800,1823287,7411513,7,13
9234800,1823377,7411423,7,13
9234800,1823401,7411399,1,19
9234800,1823713,7411087,13,7
9234800,1823719,7411081,19,1
9234800,1823779,7411021,19,1
9234800,1823797,7411003,7,13
9234800,1823827,7410973,7,13
9234800,1823911,7410889,1,19
9234800,1823953,7410847,13,7
9234800,1824073,7410727,13,7
9234800,1824139,7410661,19,1
9234800,1824307,7410493,7,13
9234800,1824349,7410451,19,1
9234800,1824367,7410433,7,13
9234800,1824391,7410409,1,19
9234800,1824421,7410379,1,19
9234800,1824673,7410127,13,7
9234800,1824973,7409827,13,7
9234800,1825183,7409617,13,7
9234800,1825687,7409113,7,13
9234800,1825891,7408909,1,19
9234800,1825897,7408903,7,13
9234800,1826023,7408777,13,7
9234800,1826197,7408603,7,13
9234800,1826323,7408477,13,7
9234800,1826521,7408279,1,19
9234800,1826611,7408189,1,19
9234800,1826743,7408057,13,7
9234800,1827139,7407661,19,1
9234800,1827151,7407649,1,19
9234800,1827229,7407571,19,1
9234800,1827277,7407523,7,13
9234800,1827307,7407493,7,13
9234800,1827613,7407187,13,7
9234800,1827703,7407097,13,7
9234800,1827817,7406983,7,13
9234800,1827901,7406899,1,19
9234800,1828069,7406731,19,1
9234800,1828549,7406251,19,1
9234800,1828663,7406137,13,7
9234800,1828669,7406131,19,1
9234800,1828759,7406041,19,1
9234800,1828789,7406011,19,1
9234800,1829137,7405663,7,13
9234800,1829293,7405507,13,7
9234800,1829299,7405501,19,1
9234800,1829497,7405303,7,13
9234800,1829671,7405129,1,19
9234800,1829803,7404997,13,7
9234800,1829959,7404841,19,1
9234800,1830163,7404637,13,7
9234800,1830307,7404493,7,13
9234800,1830343,7404457,13,7
9234800,1830349,7404451,19,1
9234800,1830379,7404421,19,1
9234800,1830391,7404409,1,19
9234800,1830421,7404379,1,19
9234800,1830511,7404289,1,19
9234800,1830589,7404211,19,1
9234800,1830901,7403899,1,19
9234800,1831003,7403797,13,7
9234800,1831009,7403791,19,1
9234800,1831171,7403629,1,19
9234800,1831267,7403533,7,13
9234800,1831273,7403527,13,7
9234800,1831381,7403419,1,19
9234800,1831441,7403359,1,19
9234800,1831483,7403317,13,7
9234800,1831633,7403167,13,7
9234800,1831681,7403119,1,19
9234800,1831867,7402933,7,13
9234800,1831909,7402891,19,1
9234800,1831933,7402867,13,7
9234800,1832029,7402771,19,1
9234800,1832239,7402561,19,1
9234800,1832329,7402471,19,1
9234800,1832497,7402303,7,13
9234800,1832653,7402147,13,7
9234800,1832791,7402009,1,19
9234800,1832851,7401949,1,19
9234800,1832863,7401937,13,7
9234800,1833001,7401799,1,19
9234800,1833019,7401781,19,1
9234800,1833079,7401721,19,1
9234800,1833163,7401637,13,7
9234800,1833451,7401349,1,19
9234800,1833613,7401187,13,7
9234800,1833751,7401049,1,19
9234800,1833961,7400839,1,19
9234800,1834117,7400683,7,13
9234800,1834153,7400647,13,7
9234800,1834333,7400467,13,7
9234800,1834501,7400299,1,19
9234800,1834597,7400203,7,13
9234800,1834663,7400137,13,7
9234800,1834969,7399831,19,1
9234800,1835017,7399783,7,13
9234800,1835461,7399339,1,19
9234800,1835557,7399243,7,13
9234800,1835767,7399033,7,13
9234800,1835797,7399003,7,13
9234800,1836271,7398529,1,19
9234800,1836379,7398421,19,1
9234800,1836691,7398109,1,19
9234800,1836733,7398067,13,7
9234800,1836763,7398037,13,7
9234800,1836931,7397869,1,19
9234800,1836943,7397857,13,7
9234800,1836949,7397851,19,1
9234800,1837027,7397773,7,13
9234800,1837273,7397527,13,7
9234800,1837453,7397347,13,7
9234800,1837681,7397119,1,19
9234800,1837687,7397113,7,13
9234800,1837831,7396969,1,19
9234800,1837903,7396897,13,7
9234800,1838101,7396699,1,19
9234800,1838143,7396657,13,7
9234800,1838209,7396591,19,1
9234800,1838377,7396423,7,13
9234800,1838401,7396399,1,19
9234800,1838527,7396273,7,13
9234800,1838773,7396027,13,7
9234800,1838791,7396009,1,19
9234800,1838869,7395931,19,1
9234800,1839427,7395373,7,13
9234800,1839493,7395307,13,7
9234800,1839631,7395169,1,19
9234800,1839787,7395013,7,13
9234800,1839991,7394809,1,19
9234800,1840087,7394713,7,13
9234800,1840297,7394503,7,13
9234800,1840453,7394347,13,7
9234800,1840519,7394281,19,1
9234800,1840561,7394239,1,19
9234800,1840669,7394131,19,1
9234800,1840771,7394029,1,19
9234800,1840843,7393957,13,7
9234800,1841317,7393483,7,13
9234800,1841383,7393417,13,7
9234800,1841443,7393357,13,7
9234800,1841599,7393201,19,1
9234800,1841929,7392871,19,1
9234800,1842391,7392409,1,19
9234800,1842619,7392181,19,1
9234800,1842661,7392139,1,19
9234800,1842847,7391953,7,13
9234800,1842889,7391911,19,1
9234800,1842901,7391899,1,19
9234800,1843027,7391773,7,13
9234800,1843099,7391701,19,1
9234800,1843111,7391689,1,19
9234800,1843147,7391653,7,13
9234800,1843201,7391599,1,19
9234800,1843447,7391353,7,13
9234800,1843783,7391017,13,7
9234800,1843789,7391011,19,1
9234800,1843981,7390819,1,19
9234800,1844077,7390723,7,13
9234800,1844317,7390483,7,13
9234800,1844341,7390459,1,19
9234800,1844377,7390423,7,13
9234800,1844569,7390231,19,1
9234800,1844581,7390219,1,19
9234800,1844749,7390051,19,1
9234800,1845139,7389661,19,1
9234800,1845211,7389589,1,19
9234800,1845307,7389493,7,13
9234800,1845331,7389469,1,19
9234800,1845541,7389259,1,19
9234800,1845577,7389223,7,13
9234800,1845721,7389079,1,19
9234800,1845841,7388959,1,19
9234800,1846063,7388737,13,7
9234800,1846333,7388467,13,7
9234800,1846357,7388443,7,13
9234800,1846609,7388191,19,1
9234800,1846711,7388089,1,19
9234800,1846843,7387957,13,7
9234800,1847143,7387657,13,7
9234800,1847149,7387651,19,1
9234800,1847341,7387459,1,19
9234800,1847347,7387453,7,13
9234800,1847359,7387441,19,1
9234800,1847653,7387147,13,7
9234800,1847689,7387111,19,1
9234800,1847767,7387033,7,13
9234800,1847863,7386937,13,7
9234800,1847869,7386931,19,1
9234800,1847929,7386871,19,1
9234800,1848193,7386607,13,7
9234800,1848277,7386523,7,13
9234800,1848331,7386469,1,19
9234800,1848439,7386361,19,1
9234800,1848919,7385881,19,1
9234800,1849231,7385569,1,19
9234800,1849273,7385527,13,7
9234800,1849333,7385467,13,7
9234800,1849381,7385419,1,19
9234800,1849663,7385137,13,7
9234800,1849699,7385101,19,1
9234800,1850053,7384747,13,7
9234800,1850341,7384459,1,19
9234800,1850503,7384297,13,7
9234800,1850701,7384099,1,19
9234800,1850767,7384033,7,13
9234800,1850803,7383997,13,7
9234800,1851163,7383637,13,7
9234800,1851253,7383547,13,7
9234800,1851433,7383367,13,7
9234800,1851511,7383289,1,19
9234800,1851559,7383241,19,1
9234800,1851637,7383163,7,13
9234800,1851727,7383073,7,13
9234800,1851763,7383037,13,7
9234800,1851769,7383031,19,1
9234800,1851841,7382959,1,19
9234800,1851901,7382899,1,19
9234800,1852111,7382689,1,19
9234800,1852273,7382527,13,7
9234800,1852393,7382407,13,7
9234800,1852681,7382119,1,19
9234800,1852951,7381849,1,19
9234800,1852969,7381831,19,1
9234800,1853011,7381789,1,19
9234800,1853161,7381639,1,19
9234800,1853641,7381159,1,19
9234800,1854019,7380781,19,1
9234800,1854109,7380691,19,1
9234800,1854157,7380643,7,13
9234800,1854187,7380613,7,13
9234800,1854211,7380589,1,19
9234800,1854277,7380523,7,13
9234800,1854331,7380469,1,19
9234800,1854337,7380463,7,13
9234800,1854379,7380421,19,1
9234800,1854439,7380361,19,1
9234800,1854529,7380271,19,1
9234800,1854613,7380187,13,7
9234800,1855093,7379707,13,7
9234800,1855123,7379677,13,7
9234800,1855171,7379629,1,19
9234800,1855723,7379077,13,7
9234800,1855807,7378993,7,13
9234800,1855849,7378951,19,1
9234800,1855891,7378909,1,19
9234800,1855921,7378879,1,19
9234800,1855951,7378849,1,19
9234800,1855993,7378807,13,7
9234800,1856059,7378741,19,1
9234800,1856089,7378711,19,1
9234800,1856269,7378531,19,1
9234800,1856287,7378513,7,13
9234800,1856347,7378453,7,13
9234800,1856581,7378219,1,19
9234800,1856713,7378087,13,7
9234800,1856719,7378081,19,1
9234800,1856773,7378027,13,7
9234800,1856857,7377943,7,13
9234800,1856941,7377859,1,19
9234800,1856983,7377817,13,7
9234800,1857049,7377751,19,1
9234800,1857139,7377661,19,1
9234800,1857151,7377649,1,19
9234800,1857169,7377631,19,1
9234800,1857217,7377583,7,13
9234800,1857439,7377361,19,1
9234800,1857517,7377283,7,13
9234800,1857589,7377211,19,1
9234800,1857949,7376851,19,1
9234800,1857967,7376833,7,13
9234800,1858201,7376599,1,19
9234800,1858261,7376539,1,19
9234800,1858267,7376533,7,13
9234800,1858303,7376497,13,7
9234800,1858693,7376107,13,7
9234800,1858819,7375981,19,1
9234800,1858957,7375843,7,13
9234800,1859071,7375729,1,19
9234800,1859119,7375681,19,1
9234800,1859167,7375633,7,13
9234800,1859203,7375597,13,7
9234800,1859329,7375471,19,1
9234800,1859353,7375447,13,7
9234800,1859617,7375183,7,13
9234800,1859917,7374883,7,13
9234800,1860109,7374691,19,1
9234800,1860127,7374673,7,13
9234800,1860193,7374607,13,7
9234800,1860289,7374511,19,1
9234800,1860337,7374463,7,13
9234800,1860373,7374427,13,7
9234800,1860637,7374163,7,13
9234800,1860757,7374043,7,13
9234800,1860877,7373923,7,13
9234800,1861009,7373791,19,1
9234800,1861081,7373719,1,19
9234800,1861141,7373659,1,19
9234800,1861309,7373491,19,1
9234800,1861351,7373449,1,19
9234800,1861501,7373299,1,19
9234800,1861591,7373209,1,19
9234800,1861807,7372993,7,13
9234800,1861879,7372921,19,1
9234800,1862683,7372117,13,7
9234800,1862737,7372063,7,13
9234800,1862983,7371817,13,7
9234800,1863049,7371751,19,1
9234800,1863067,7371733,7,13
9234800,1863151,7371649,1,19
9234800,1863157,7371643,7,13
9234800,1863223,7371577,13,7
9234800,1863229,7371571,19,1
9234800,1863607,7371193,7,13
9234800,1863637,7371163,7,13
9234800,1863913,7370887,13,7
9234800,1864069,7370731,19,1
9234800,1864153,7370647,13,7
9234800,1864267,7370533,7,13
9234800,1864861,7369939,1,19
9234800,1864897,7369903,7,13
9234800,1865107,7369693,7,13
9234800,1865161,7369639,1,19
9234800,1865467,7369333,7,13
9234800,1865491,7369309,1,19
9234800,1865509,7369291,19,1
9234800,1865527,7369273,7,13
9234800,1865533,7369267,13,7
9234800,1865551,7369249,1,19
9234800,1865569,7369231,19,1
9234800,1865719,7369081,19,1
9234800,1865887,7368913,7,13
9234800,1865959,7368841,19,1
9234800,1866091,7368709,1,19
9234800,1866301,7368499,1,19
9234800,1866367,7368433,7,13
9234800,1866499,7368301,19,1
9234800,1866577,7368223,7,13
9234800,1866721,7368079,1,19
9234800,1866871,7367929,1,19
9234800,1867039,7367761,19,1
9234800,1867213,7367587,13,7
9234800,1867423,7367377,13,7
9234800,1867651,7367149,1,19
9234800,1867771,7367029,1,19
9234800,1867819,7366981,19,1
9234800,1867849,7366951,19,1
9234800,1867897,7366903,7,13
9234800,1867927,7366873,7,13
9234800,1868149,7366651,19,1
9234800,1868179,7366621,19,1
9234800,1868407,7366393,7,13
9234800,1868527,7366273,7,13
9234800,1868533,7366267,13,7
9234800,1868641,7366159,1,19
9234800,1868677,7366123,7,13
9234800,1868719,7366081,19,1
9234800,1868851,7365949,1,19
9234800,1869139,7365661,19,1
9234800,1869271,7365529,1,19
9234800,1869433,7365367,13,7
9234800,1869823,7364977,13,7
9234800,1870021,7364779,1,19
9234800,1870117,7364683,7,13
9234800,1870129,7364671,19,1
9234800,1870159,7364641,19,1
9234800,1870207,7364593,7,13
9234800,1870249,7364551,19,1
9234800,1870507,7364293,7,13
9234800,1870669,7364131,19,1
9234800,1870717,7364083,7,13
9234800,1870777,7364023,7,13
9234800,1870783,7364017,13,7
9234800,1870879,7363921,19,1
9234800,1871083,7363717,13,7
9234800,1871413,7363387,13,7
9234800,1871473,7363327,13,7
9234800,1871491,7363309,1,19
9234800,1871503,7363297,13,7
9234800,1871629,7363171,19,1
9234800,1871677,7363123,7,13
9234800,1871929,7362871,19,1
9234800,1872259,7362541,19,1
9234800,1872301,7362499,1,19
9234800,1872337,7362463,7,13
9234800,1872427,7362373,7,13
9234800,1872667,7362133,7,13
9234800,1872751,7362049,1,19
9234800,1872769,7362031,19,1
9234800,1872847,7361953,7,13
9234800,1872919,7361881,19,1
9234800,1873057,7361743,7,13
9234800,1873099,7361701,19,1
9234800,1873141,7361659,1,19
9234800,1873297,7361503,7,13
9234800,1873441,7361359,1,19
9234800,1873507,7361293,7,13
9234800,1873513,7361287,13,7
9234800,1873657,7361143,7,13
9234800,1873969,7360831,19,1
9234800,1874101,7360699,1,19
9234800,1874311,7360489,1,19
9234800,1874527,7360273,7,13
9234800,1874659,7360141,19,1
9234800,1874833,7359967,13,7
9234800,1874893,7359907,13,7
9234800,1875037,7359763,7,13
9234800,1875073,7359727,13,7
9234800,1875163,7359637,13,7
9234800,1875337,7359463,7,13
9234800,1875373,7359427,13,7
9234800,1875403,7359397,13,7
9234800,1875583,7359217,13,7
9234800,1875793,7359007,13,7
9234800,1875859,7358941,19,1
9234800,1876093,7358707,13,7
9234800,1876291,7358509,1,19
9234800,1876417,7358383,7,13
9234800,1876507,7358293,7,13
9234800,1876513,7358287,13,7
9234800,1876549,7358251,19,1
9234800,1876711,7358089,1,19
9234800,1876807,7357993,7,13
9234800,1877011,7357789,1,19
9234800,1877179,7357621,19,1
9234800,1877389,7357411,19,1
9234800,1877479,7357321,19,1
9234800,1877797,7357003,7,13
9234800,1877917,7356883,7,13
9234800,1877977,7356823,7,13
9234800,1878013,7356787,13,7
9234800,1878091,7356709,1,19
9234800,1878439,7356361,19,1
9234800,1878553,7356247,13,7
9234800,1878697,7356103,7,13
9234800,1878769,7356031,19,1
9234800,1878889,7355911,19,1
9234800,1879279,7355521,19,1
9234800,1879357,7355443,7,13
9234800,1879363,7355437,13,7
9234800,1879453,7355347,13,7
9234800,1879477,7355323,7,13
9234800,1879567,7355233,7,13
9234800,1879789,7355011,19,1
9234800,1879873,7354927,13,7
9234800,1879897,7354903,7,13
9234800,1879909,7354891,19,1
9234800,1879939,7354861,19,1
9234800,1880521,7354279,1,19
9234800,1880581,7354219,1,19
9234800,1880653,7354147,13,7
9234800,1880689,7354111,19,1
9234800,1880839,7353961,19,1
9234800,1880899,7353901,19,1
9234800,1881031,7353769,1,19
9234800,1881199,7353601,19,1
9234800,1881343,7353457,13,7
9234800,1881511,7353289,1,19
9234800,1881823,7352977,13,7
9234800,1882051,7352749,1,19
9234800,1882099,7352701,19,1
9234800,1882141,7352659,1,19
9234800,1882171,7352629,1,19
9234800,1882327,7352473,7,13
9234800,1882369,7352431,19,1
9234800,1882717,7352083,7,13
9234800,1882891,7351909,1,19
9234800,1883017,7351783,7,13
9234800,1883023,7351777,13,7
9234800,1883191,7351609,1,19
9234800,1883611,7351189,1,19
9234800,1883689,7351111,19,1
9234800,1883971,7350829,1,19
9234800,1884109,7350691,19,1
9234800,1884427,7350373,7,13
9234800,1884679,7350121,19,1
9234800,1884889,7349911,19,1
9234800,1884907,7349893,7,13
9234800,1885153,7349647,13,7
9234800,1885267,7349533,7,13
9234800,1885489,7349311,19,1
9234800,1885561,7349239,1,19
9234800,1885567,7349233,7,13
9234800,1885729,7349071,19,1
9234800,1885753,7349047,13,7
9234800,1885867,7348933,7,13
9234800,1885879,7348921,19,1
9234800,1885993,7348807,13,7
9234800,1886197,7348603,7,13
9234800,1886293,7348507,13,7
9234800,1886413,7348387,13,7
9234800,1886449,7348351,19,1
9234800,1886623,7348177,13,7
9234800,1886887,7347913,7,13
9234800,1887091,7347709,1,19
9234800,1887133,7347667,13,7
9234800,1887169,7347631,19,1
9234800,1887181,7347619,1,19
9234800,1887199,7347601,19,1
9234800,1887283,7347517,13,7
9234800,1887409,7347391,19,1
9234800,1887637,7347163,7,13
9234800,1887643,7347157,13,7
9234800,1887667,7347133,7,13
9234800,1887727,7347073,7,13
9234800,1887883,7346917,13,7
9234800,1888609,7346191,19,1
9234800,1888633,7346167,13,7
9234800,1888837,7345963,7,13
9234800,1888933,7345867,13,7
9234800,1889101,7345699,1,19
9234800,1889317,7345483,7,13
9234800,1889347,7345453,7,13
9234800,1889509,7345291,19,1
9234800,1889551,7345249,1,19
9234800,1889653,7345147,13,7
9234800,1889677,7345123,7,13
9234800,1889743,7345057,13,7
9234800,1890037,7344763,7,13
9234800,1890079,7344721,19,1
9234800,1890121,7344679,1,19
9234800,1890283,7344517,13,7
9234800,1890313,7344487,13,7
9234800,1890319,7344481,19,1
9234800,1890403,7344397,13,7
9234800,1890487,7344313,7,13
9234800,1891111,7343689,1,19
9234800,1891147,7343653,7,13
9234800,1891213,7343587,13,7
9234800,1891273,7343527,13,7
9234800,1891537,7343263,7,13
9234800,1891627,7343173,7,13
9234800,1891951,7342849,1,19
9234800,1891969,7342831,19,1
9234800,1892167,7342633,7,13
9234800,1892197,7342603,7,13
9234800,1892299,7342501,19,1
9234800,1892329,7342471,19,1
9234800,1892431,7342369,1,19
9234800,1892503,7342297,13,7
9234800,1892599,7342201,19,1
9234800,1892617,7342183,7,13
9234800,1892677,7342123,7,13
9234800,1892701,7342099,1,19
9234800,1892713,7342087,13,7
9234800,1892719,7342081,19,1
9234800,1892749,7342051,19,1
9234800,1892893,7341907,13,7
9234800,1892911,7341889,1,19
9234800,1893373,7341427,13,7
9234800,1893643,7341157,13,7
9234800,1893733,7341067,13,7
9234800,1893757,7341043,7,13
9234800,1893799,7341001,19,1
9234800,1893967,7340833,7,13
9234800,1894381,7340419,1,19
9234800,1894729,7340071,19,1
9234800,1894933,7339867,13,7
9234800,1895071,7339729,1,19
9234800,1895191,7339609,1,19
9234800,1895287,7339513,7,13
9234800,1895749,7339051,19,1
9234800,1895833,7338967,13,7
9234800,1895869,7338931,19,1
9234800,1895893,7338907,13,7
9234800,1896043,7338757,13,7
9234800,1896421,7338379,1,19
9234800,1896871,7337929,1,19
9234800,1896991,7337809,1,19
9234800,1897009,7337791,19,1
9234800,1897279,7337521,19,1
9234800,1897573,7337227,13,7
9234800,1897711,7337089,1,19
9234800,1898353,7336447,13,7
9234800,1898431,7336369,1,19
9234800,1898521,7336279,1,19
9234800,1898761,7336039,1,19
9234800,1898893,7335907,13,7
9234800,1899049,7335751,19,1
9234800,1899187,7335613,7,13
9234800,1899253,7335547,13,7
9234800,1899421,7335379,1,19
9234800,1899481,7335319,1,19
9234800,1899523,7335277,13,7
9234800,1899721,7335079,1,19
9234800,1899949,7334851,19,1
9234800,1900111,7334689,1,19
9234800,1900147,7334653,7,13
9234800,1900153,7334647,13,7
9234800,1900177,7334623,7,13
9234800,1900189,7334611,19,1
9234800,1900219,7334581,19,1
9234800,1900267,7334533,7,13
9234800,1900441,7334359,1,19
9234800,1900531,7334269,1,19
9234800,1900621,7334179,1,19
9234800,1900777,7334023,7,13
9234800,1900867,7333933,7,13
9234800,1901191,7333609,1,19
9234800,1901209,7333591,19,1
9234800,1901359,7333441,19,1
9234800,1901371,7333429,1,19
9234800,1901377,7333423,7,13
9234800,1901407,7333393,7,13
9234800,1901413,7333387,13,7
9234800,1901857,7332943,7,13
9234800,1901899,7332901,19,1
9234800,1901923,7332877,13,7
9234800,1902049,7332751,19,1
9234800,1902217,7332583,7,13
9234800,1902289,7332511,19,1
9234800,1902367,7332433,7,13
9234800,1902379,7332421,19,1
9234800,1902421,7332379,1,19
9234800,1902427,7332373,7,13
9234800,1902613,7332187,13,7
9234800,1902619,7332181,19,1
9234800,1902763,7332037,13,7
9234800,1902877,7331923,7,13
9234800,1902961,7331839,1,19
9234800,1903081,7331719,1,19
9234800,1903117,7331683,7,13
9234800,1903387,7331413,7,13
9234800,1903501,7331299,1,19
9234800,1903747,7331053,7,13
9234800,1903789,7331011,19,1
9234800,1903807,7330993,7,13
9234800,1903969,7330831,19,1
9234800,1904167,7330633,7,13
9234800,1904647,7330153,7,13
9234800,1904761,7330039,1,19
9234800,1905031,7329769,1,19
9234800,1905391,7329409,1,19
9234800,1905613,7329187,13,7
9234800,1905661,7329139,1,19
9234800,1905679,7329121,19,1
9234800,1905691,7329109,1,19
9234800,1905697,7329103,7,13
9234800,1905703,7329097,13,7
9234800,1905727,7329073,7,13
9234800,1905979,7328821,19,1
9234800,1906153,7328647,13,7
9234800,1906417,7328383,7,13
9234800,1906537,7328263,7,13
9234800,1906603,7328197,13,7
9234800,1906867,7327933,7,13
9234800,1907107,7327693,7,13
9234800,1907617,7327183,7,13
9234800,1907743,7327057,13,7
9234800,1907803,7326997,13,7
9234800,1907911,7326889,1,19
9234800,1908289,7326511,19,1
9234800,1908367,7326433,7,13
9234800,1908373,7326427,13,7
9234800,1908499,7326301,19,1
9234800,1908661,7326139,1,19
9234800,1908997,7325803,7,13
9234800,1909003,7325797,13,7
9234800,1909021,7325779,1,19
9234800,1909129,7325671,19,1
9234800,1909147,7325653,7,13
9234800,1909213,7325587,13,7
9234800,1909267,7325533,7,13
9234800,1909309,7325491,19,1
9234800,1909561,7325239,1,19
9234800,1909837,7324963,7,13
9234800,1909927,7324873,7,13
9234800,1910023,7324777,13,7
9234800,1910047,7324753,7,13
9234800,1910269,7324531,19,1
9234800,1910323,7324477,13,7
9234800,1910719,7324081,19,1
9234800,1910767,7324033,7,13
9234800,1910869,7323931,19,1
9234800,1910941,7323859,1,19
9234800,1911037,7323763,7,13
9234800,1911433,7323367,13,7
9234800,1911619,7323181,19,1
9234800,1911787,7323013,7,13
9234800,1911961,7322839,1,19
9234800,1912531,7322269,1,19
9234800,1912621,7322179,1,19
9234800,1912831,7321969,1,19
9234800,1912873,7321927,13,7
9234800,1913047,7321753,7,13
9234800,1913293,7321507,13,7
9234800,1913407,7321393,7,13
9234800,1913533,7321267,13,7
9234800,1913581,7321219,1,19
9234800,1913683,7321117,13,7
9234800,1913719,7321081,19,1
9234800,1913803,7320997,13,7
